date,source,text
2023-11-02,The Texas Tribune,"by Jeremy Schwartz and Dan Keemahill 
 

 
 
 ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as they’re published.

 

 



 
 
 This article is co-published with The Texas Tribune, a nonpr…"
2023-11-02,CoinDesk,"Is Sam Bankman-Fried going to prison? Five weeks into his criminal trial, 12 randomly selected New Yorkers are preparing to discuss among themselves whether they believe he violated federal law or not."
2023-11-02,CoinDesk,The road to hell is paved with good intentions.
2023-11-02,Fox Sports,"UCLA hosts Indiana in its first Big Ten game, while USC will make it's debut at Michigan. Here are the highlights from the 2024 scedule."
2023-11-02,Fox Sports,"Star receiver Tyreek Hill shut down the notion that he should win NFL MVP, joking that Dolphins fullback Alec Ingold should instead."
2023-11-02,Fox Sports,Starting faster would help Tampa Bay get back on track against the Texans on Sunday. The Bucs have 13 first-quarter points all season.
2023-11-02,Fox Sports,"After being locked in in a pitchers' duel, the Rangers prevailed with a 5-0 win over the D-backs to clinch their first World Series in franchise history."
2023-11-02,Fox Sports,Bob Knight's scouting eye proved every bit as good as his tactical genius when he put together the 1984 U.S. Olympic team.
2023-11-02,Fox Sports,"When Kevin Harvick makes his 826th Cup start Sunday at Phoenix, it will mark the end of a legendary career."
2023-11-02,Fox Sports,The Big 12 could see some sorting as Texas hosts Kansas State and Oklahoma takes on Oklahoma State. Our college football experts break down the big Week 10 games.
2023-11-02,CBC News,"Just days after Canadian NBA player Shai Gilgeous-Alexander moved into his $8.4 million lakefront mansion, he allegedly received a threatening visit from a stranger demanding the whereabouts of Aiden Pleterski: the self-proclaimed Crypto King at the centre of…"
2023-11-02,Los Angeles Times,Marta Kauffman and David Crane gave an emotional interview discussing the impact Matthew Perry had on the world and the last conversation they had with the actor.
2023-11-02,Los Angeles Times,Filmmaker Raven Jackson's stunningly lyrical first feature sifts through the life stages of a Black woman and her family in rural Mississippi.
2023-11-02,Los Angeles Times,"Given the myriad practical and ethical questions that continue to surround the technology, Israel should be pressed on how it's deploying AI in its fight against Hamas."
2023-11-02,Los Angeles Times,"The owner of a WeHo sex-toy boutique has opened the doors of an ambitious three-business, two-story, one-stop vice shop on Santa Monica Boulevard."
2023-11-02,Los Angeles Times,"Much of the testimony and evidence in the important antitrust case against Google is hidden from the public, making a mockery of free access to the federal courts."
2023-11-02,BBC News,"Union members have protested after being told 3,000 jobs at the UK's largest steelworks are at risk."
2023-11-02,BBC News,A former manager with government-owned CMAL says he repeatedly raised concerns about a controversial contract.
2023-11-02,NBC News,"A woman was arrested in connection with the deaths of three Australian people who were assumed to have died due to death cap mushroom poisoning, police said."
2023-11-02,Eater,"Plus, Taku Sando is opening soon in Greenpoint — and more intel"
2023-11-03,Wired,"Bombarded by social media ads promising the “perfect” T-shirt whatever your shape, WIRED put these claims to the test with world-famous Savile Row tailors Gieves & Hawkes."
2023-11-03,Android Central,"The Moto G Power 5G (2024) has leaked early, showing off a unibody design and dual camera setup."
2023-11-03,Android Central,"Apple was reportedly working on making the Apple Watch compatible with Android phones. The project was then canceled, but Apple made a mistake in doing so."
2023-11-03,CNET,Cable and fiber providers dominate the Green Mountain State's home internet landscape. Let CNET help you sort through the best broadband services.
2023-11-03,Business Insider,"If you're considering opening a savings account or CD today and want a competitive rate, Insider did the research to help you find the best rate across popular savings accounts and CD terms."
2023-11-03,Business Insider,"When hiring employees for the first time, some founders ask for referrals from their entrepreneurial networks and get references from each candidate they interview."
2023-11-03,Business Insider,"Before and after brief testimony from Eric Trump, Trump's lawyers raised an issue based on a Breitbart article."
2023-11-03,Business Insider,"Credit cards can be convenient, but it could make more sense to use debit. Consider a debit card while you pay down debt, withdraw cash, or manage overspending."
2023-11-03,Business Insider,"The combination of 5G and Internet of Things devices can be a boon for business, but it increases the risk of incursions into corporate networks."
2023-11-03,Hackaday,"We’ve talked a few times here about the issues with the CVSS system. We’ve seen CVE farming, where a moderate issue, or even a non-issue, gets assigned a ridiculously high CVSS score. T…"
2023-11-03,ESPN,Here's everything you need to know for the NFL's Week 9 games. Which teams will win? Who are the X factors? What are the key matchups?
2023-11-03,ABC News,"A federal lawsuit alleges that Chicago-area police entered the wrong home while serving an arrest warrant in 2021 and held a disabled woman, her four young grandchildren and other relatives for hours"
2023-11-03,Digital Trends,"The next time the stream of your live sports broadcast goes down, you'll wish you had an old-school antenna for backup."
2023-11-03,The Atlantic,"It is not anti-Semitic to want equal rights for all in Jerusalem, in Tel Aviv, in Gaza, in Ramallah."
2023-11-03,The Atlantic,A new book by Robert Sapolsky argues that we’re not in control of or responsible for the decisions we make.
2023-11-03,Mollywhite.net,Jurors spent less than five hours deliberating before returning the verdict.
2023-11-03,Substack.com,How an Innovation Powered the Dutch Golden Age.
2023-11-03,Blogspot.com,A blog dedicated to helping Science Fiction authors create and discuss  worlds where a realistic setting can still serve the fiction.
2023-11-03,Android Police,Google is beta testing Lens-like functionality for Gboard
2023-11-03,Yahoo Entertainment,A driver tried to crash through the exit gates of a South Carolina nuclear plant Thursday night about an hour after security asked the same car to leave when...
2023-11-03,Thekitchn.com,"When it comes to kitchen tools, none are arguably more important than good knives. Besides being the thing you reach for most during meal prep, there’s nothing like a great blade that helps you dice onions and make weeknight dinners a breeze. However, not all…"
2023-11-03,Cheezburger.com,"Going to the bank is a tedious but sometimes necessary task. For those of us who work regular 9-5 jobs, it's tough to even find a time that you're available and the bank is even open, making it even more flustering to have to literally walk into the bank offi…"
2023-11-03,Theregister.com,"Complete rebuild of Debian distro optimized for diminutive computer
Raspberry Pi OS has undergone more than a modest version upgrade including a new set of tools for writing it to a bootable SD card.…"
2023-11-03,MakeUseOf,You don't need the Apple Watch Series 9 or Ultra 2 to try this feature out.
2023-11-03,MakeUseOf,You can switch your personal account to a professional account for added features.
2023-11-03,Science Daily,"Research in mice shows that the anti-inflammatory properties of exercise may arise from immune cells mobilized to counter exercise-induced inflammation. Immune cells prevent muscle damage by lowering levels of interferon, a key driver of chronic inflammation,…"
2023-11-03,Openculture.com,"The average music fan of the nineteen-sixties would surely have found it hard to believe that the Rolling Stones would put out a new album in 2023, let alone an album including a performance by Paul McCartney. Here in the twenty-twenties, of course, we’ve lon…"
